,발행기관,표준코드,채권종류,종목명,상장일,발행일,상환일,표면이자율,발행금액 (백만),상장잔액 (백만),채권유형
,한국주택금융공사,KR354404GBA9,사회적채권,한국주택금융공사MBS2021-23(1-2)(사),"2021/10/28","2021/10/22","2023/10/22","1.86900","190,000","190,000",특수채
,한국주택금융공사,KR354404GBB7,사회적채권,한국주택금융공사MBS2021-24(1-2)(사),"2021/11/25","2021/11/19","2023/11/19","2.00500","180,000","180,000",특수채
,한국주택금융공사,KR354404GBC5,사회적채권,한국주택금융공사MBS2021-25(1-4)(사),"2021/12/09","2021/12/03","2026/12/03","2.32500","620,000","620,000",특수채
,한국주택금융공사,KR354404GC14,사회적채권,한국주택금융공사MBS2022-1(1-3)(사),"2022/01/27","2022/01/21","2025/01/21","2.36500","220,000","220,000",특수채
,한국주택금융공사,KR354404GC22,사회적채권,한국주택금융공사MBS2022-2(1-3)(사),"2022/02/17","2022/02/11","2025/02/11","2.57200","200,000","200,000",특수채
,한국주택금융공사,KR354404GC30,사회적채권,한국주택금융공사MBS2022-4(1-3)(사),"2022/03/21","2022/03/15","2032/03/15","3.33100","190,000","190,000",특수채
,한국주택금융공사,KR354404GC48,사회적채권,한국주택금융공사MBS2022-6(1-1)(사),"2022/04/14","2022/04/08","2023/04/08","2.29500","29,300","29,300",특수채
,한국주택금융공사,KR354404GC55,사회적채권,한국주택금융공사MBS2022-9(1-4)(사),"2022/05/19","2022/05/13","2027/05/13","3.87900","310,000","310,000",특수채
,한국주택금융공사,KR354404GC63,사회적채권,한국주택금융공사MBS2022-11(1-3)(사),"2022/06/16","2022/06/10","2025/06/10","3.58500","90,000","90,000",특수채
,한국주택금융공사,KR354404GC71,사회적채권,한국주택금융공사MBS2022-14(1-3)(사),"2022/07/18","2022/07/12","2032/07/12","4.13600","180,000","180,000",특수채
,한국주택금융공사,KR354404GC89,사회적채권,한국주택금융공사MBS2022-16(1-3)(사),"2022/08/11","2022/08/05","2025/08/05","3.70000","90,000","90,000",특수채
,한국주택금융공사,KR354405G935,사회적채권,한국주택금융공사MBS2019-6(1-4)(사),"2019/03/14","2019/03/08","2039/03/08","2.23800","40,000","40,000",특수채
,한국주택금융공사,KR354405G943,사회적채권,한국주택금융공사MBS2019-8(1-5)(사),"2019/04/11","2019/04/05","2026/04/05","1.93000","140,000","140,000",특수채
,한국주택금융공사,KR354405G968,사회적채권,한국주택금융공사MBS2019-12(1-5)(사),"2019/06/20","2019/06/14","2026/06/14","1.68600","110,000","110,000",특수채
,한국주택금융공사,KR354405G976,사회적채권,한국주택금융공사MBS2019-14(1-4)(사),"2019/08/01","2019/07/26","2024/07/26","1.50300","400,000","400,000",특수채
,한국주택금융공사,KR354405G984,사회적채권,한국주택금융공사MBS2019-15(1-4)(사),"2019/08/16","2019/08/09","2039/08/09","1.36900","60,000","60,000",특수채
,한국주택금융공사,KR354405G992,사회적채권,한국주택금융공사MBS2019-17(1-4)(사),"2019/09/11","2019/09/06","2039/09/06","1.54900","50,000","50,000",특수채
,한국주택금융공사,KR354405G9A9,사회적채권,한국주택금융공사MBS2019-19(1-5)(사),"2019/10/21","2019/10/15","2026/10/15","1.70000","150,000","150,000",특수채
,한국주택금융공사,KR354405G9B7,사회적채권,한국주택금융공사MBS2019-21(1-5)(사),"2019/11/14","2019/11/08","2026/11/08","2.03600","180,000","180,000",특수채
,한국주택금융공사,KR354405G9C5,사회적채권,한국주택금융공사MBS2019-25(1-5)(사),"2019/12/12","2019/12/06","2026/12/06","1.84700","260,000","260,000",특수채
,한국주택금융공사,KR354405GA15,사회적채권,한국주택금융공사MBS2020-1(1-5)(사),"2020/01/16","2020/01/10","2027/01/10","1.74100","240,000","240,000",특수채
,한국주택금융공사,KR354405GA23,사회적채권,한국주택금융공사MBS2020-4(1-5)(사),"2020/02/10","2020/02/04","2027/02/04","1.73200","550,000","550,000",특수채
,한국주택금융공사,KR354405GA31,사회적채권,한국주택금융공사MBS2020-7(1-5)(사),"2020/03/12","2020/03/06","2027/03/06","1.50000","370,000","370,000",특수채
,한국주택금융공사,KR354405GA49,사회적채권,한국주택금융공사MBS2020-9(1-5)(사),"2020/04/09","2020/04/03","2027/04/03","1.66800","60,000","60,000",특수채
,한국주택금융공사,KR354405GA56,사회적채권,한국주택금융공사MBS2020-13(1-5)(사),"2020/05/18","2020/05/12","2027/05/12","1.74900","100,000","100,000",특수채
,한국주택금융공사,KR354405GA64,사회적채권,한국주택금융공사MBS2020-18(1-5)(사),"2020/06/15","2020/06/09","2027/06/09","1.72500","220,000","220,000",특수채
,한국주택금융공사,KR354405GAA8,사회적채권,한국주택금융공사MBS2020-32(1-5)(사),"2020/10/19","2020/10/13","2027/10/13","1.55100","210,000","210,000",특수채
,한국주택금융공사,KR354405GAC4,사회적채권,한국주택금융공사MBS2020-38(1-5)(사),"2020/12/10","2020/12/04","2027/12/04","1.71900","260,000","260,000",특수채
,한국주택금융공사,KR354405GB14,사회적채권,한국주택금융공사MBS2021-1(1-5)(사),"2021/01/21","2021/01/15","2028/01/15","1.69400","220,000","220,000",특수채
,한국주택금융공사,KR354405GB22,사회적채권,한국주택금융공사MBS2021-3(1-5)(사),"2021/02/15","2021/02/05","2028/02/05","1.69400","230,000","230,000",특수채
,한국주택금융공사,KR354405GB30,사회적채권,한국주택금융공사MBS2021-5(1-5)(사),"2021/03/18","2021/03/12","2028/03/12","2.03400","250,000","250,000",특수채
,한국주택금융공사,KR354405GB48,사회적채권,한국주택금융공사MBS2021-7(1-5)(사),"2021/04/08","2021/04/02","2028/04/02","2.12400","260,000","260,000",특수채
,한국주택금융공사,KR354405GB55,사회적채권,한국주택금융공사MBS2021-10(1-4)(사),"2021/05/13","2021/05/07","2026/05/07","1.93500","470,000","470,000",특수채
,한국주택금융공사,KR354405GB63,사회적채권,한국주택금융공사MBS2021-13(1-5)(사),"2021/06/21","2021/06/15","2028/06/15","2.12200","260,000","260,000",특수채
,한국주택금융공사,KR354405GB71,사회적채권,한국주택금융공사MBS2021-15(1-4)(사),"2021/07/15","2021/07/09","2026/07/09","1.93800","510,000","510,000",특수채
,한국주택금융공사,KR354405GB89,사회적채권,한국주택금융공사MBS2021-17(1-5)(사),"2021/08/12","2021/08/06","2028/08/06","2.15700","240,000","240,000",특수채
,한국주택금융공사,KR354405GB97,사회적채권,한국주택금융공사MBS2021-20(1-5)(사),"2021/09/09","2021/09/03","2028/09/03","2.08000","240,000","240,000",특수채
,한국주택금융공사,KR354405GBA6,사회적채권,한국주택금융공사MBS2021-23(1-3)(사),"2021/10/28","2021/10/22","2024/10/22","2.09000","220,000","220,000",특수채
,한국주택금융공사,KR354405GBB4,사회적채권,한국주택금융공사MBS2021-24(1-3)(사),"2021/11/25","2021/11/19","2024/11/19","2.17400","220,000","220,000",특수채
,한국주택금융공사,KR354405GBC2,사회적채권,한국주택금융공사MBS2021-25(1-5)(사),"2021/12/09","2021/12/03","2028/12/03","2.50800","160,000","160,000",특수채
,한국주택금융공사,KR354405GC13,사회적채권,한국주택금융공사MBS2022-1(1-4)(사),"2022/01/27","2022/01/21","2027/01/21","2.67000","440,000","440,000",특수채
,한국주택금융공사,KR354405GC21,사회적채권,한국주택금융공사MBS2022-2(1-4)(사),"2022/02/17","2022/02/11","2027/02/11","2.96000","440,000","440,000",특수채
,한국주택금융공사,KR354405GC39,사회적채권,한국주택금융공사MBS2022-4(1-4)(사),"2022/03/21","2022/03/15","2042/03/15","3.33600","80,000","80,000",특수채
,한국주택금융공사,KR354405GC47,사회적채권,한국주택금융공사MBS2022-6(1-4)(사),"2022/04/14","2022/04/08","2027/04/08","3.56300","230,000","230,000",특수채
,한국주택금융공사,KR354405GC54,사회적채권,한국주택금융공사MBS2022-9(1-5)(사),"2022/05/19","2022/05/13","2029/05/13","4.08200","200,000","200,000",특수채
,한국주택금융공사,KR354405GC62,사회적채권,한국주택금융공사MBS2022-11(1-4)(사),"2022/06/16","2022/06/10","2027/06/10","4.04500","230,000","230,000",특수채
,한국주택금융공사,KR354405GC70,사회적채권,한국주택금융공사MBS2022-14(1-4)(사),"2022/07/18","2022/07/12","2042/07/12","4.12800","60,000","60,000",특수채
,한국주택금융공사,KR354405GC88,사회적채권,한국주택금융공사MBS2022-16(1-4)(사),"2022/08/11","2022/08/05","2027/08/05","3.81000","240,000","240,000",특수채
,한국주택금융공사,KR354406G941,사회적채권,한국주택금융공사MBS2019-8(1-6)(사),"2019/04/11","2019/04/05","2029/04/05","2.00700","100,000","100,000",특수채
,한국주택금융공사,KR354406G966,사회적채권,한국주택금융공사MBS2019-12(1-6)(사),"2019/06/20","2019/06/14","2029/06/14","1.71500","70,000","70,000",특수채
,한국주택금융공사,KR354406G974,사회적채권,한국주택금융공사MBS2019-14(1-5)(사),"2019/08/01","2019/07/26","2026/07/26","1.53300","200,000","200,000",특수채
,한국주택금융공사,KR354406G9A8,사회적채권,한국주택금융공사MBS2019-19(1-6)(사),"2019/10/21","2019/10/15","2029/10/15","1.80500","130,000","130,000",특수채
,한국주택금융공사,KR354406G9B6,사회적채권,한국주택금융공사MBS2019-21(1-6)(사),"2019/11/14","2019/11/08","2029/11/08","2.12200","140,000","140,000",특수채
,한국주택금융공사,KR354406G9C4,사회적채권,한국주택금융공사MBS2019-25(1-6)(사),"2019/12/12","2019/12/06","2029/12/06","1.93600","190,000","190,000",특수채
,한국주택금융공사,KR354406GA14,사회적채권,한국주택금융공사MBS2020-1(1-6)(사),"2020/01/16","2020/01/10","2030/01/10","1.89800","180,000","180,000",특수채
,한국주택금융공사,KR354406GA22,사회적채권,한국주택금융공사MBS2020-4(1-6)(사),"2020/02/10","2020/02/04","2030/02/04","1.80400","400,000","400,000",특수채
,한국주택금융공사,KR354406GA30,사회적채권,한국주택금융공사MBS2020-7(1-6)(사),"2020/03/12","2020/03/06","2030/03/06","1.58000","270,000","270,000",특수채
,한국주택금융공사,KR354406GA48,사회적채권,한국주택금융공사MBS2020-9(1-6)(사),"2020/04/09","2020/04/03","2030/04/03","1.85800","50,000","50,000",특수채
,한국주택금융공사,KR354406GA55,사회적채권,한국주택금융공사MBS2020-13(1-6)(사),"2020/05/18","2020/05/12","2030/05/12","1.75000","90,000","90,000",특수채
,한국주택금융공사,KR354406GA63,사회적채권,한국주택금융공사MBS2020-18(1-6)(사),"2020/06/15","2020/06/09","2030/06/09","1.81400","150,000","150,000",특수채
,한국주택금융공사,KR354406GA71,사회적채권,한국주택금융공사MBS 2020-23(1-2)(사),"2020/07/16","2020/07/10","2025/07/10","1.66700","290,000","290,000",특수채
,한국주택금융공사,KR354406GA89,사회적채권,한국주택금융공사MBS2020-27(1-2)(사),"2020/08/20","2020/08/14","2025/08/14","1.35700","290,000","290,000",특수채
,한국주택금융공사,KR354406GAA6,사회적채권,한국주택금융공사MBS2020-32(1-6)(사),"2020/10/19","2020/10/13","2030/10/13","1.75600","170,000","170,000",특수채
,한국주택금융공사,KR354406GAB4,사회적채권,한국주택금융공사MBS2020-36(1-2)(사),"2020/11/23","2020/11/17","2022/11/17","1.02300","190,000","190,000",특수채
,한국주택금융공사,KR354406GAC2,사회적채권,한국주택금융공사MBS2020-38(1-6)(사),"2020/12/10","2020/12/04","2030/12/04","1.93000","200,000","200,000",특수채
,한국주택금융공사,KR354406GB13,사회적채권,한국주택금융공사MBS2021-1(1-6)(사),"2021/01/21","2021/01/15","2031/01/15","1.93600","180,000","180,000",특수채
,한국주택금융공사,KR354406GB21,사회적채권,한국주택금융공사MBS2021-3(1-6)(사),"2021/02/15","2021/02/05","2031/02/05","1.97400","180,000","180,000",특수채
,한국주택금융공사,KR354406GB39,사회적채권,한국주택금융공사MBS2021-5(1-6)(사),"2021/03/18","2021/03/12","2031/03/12","2.29400","200,000","200,000",특수채
,한국주택금융공사,KR354406GB47,사회적채권,한국주택금융공사MBS2021-7(1-6)(사),"2021/04/08","2021/04/02","2031/04/02","2.35300","210,000","210,000",특수채
,한국주택금융공사,KR354406GB54,사회적채권,한국주택금융공사MBS2021-10(1-3)(사),"2021/05/13","2021/05/07","2024/05/07","1.31700","220,000","220,000",특수채
,한국주택금융공사,KR354406GB62,사회적채권,한국주택금융공사MBS2021-13(1-6)(사),"2021/06/21","2021/06/15","2031/06/15","2.44000","200,000","200,000",특수채
,한국주택금융공사,KR354406GB70,사회적채권,한국주택금융공사MBS2021-15(1-5)(사),"2021/07/15","2021/07/09","2028/07/09","2.20800","250,000","250,000",특수채
,한국주택금융공사,KR354406GB88,사회적채권,한국주택금융공사MBS2021-17(1-6)(사),"2021/08/12","2021/08/06","2031/08/06","2.20900","190,000","190,000",특수채
,한국주택금융공사,KR354406GB96,사회적채권,한국주택금융공사MBS2021-20(1-6)(사),"2021/09/09","2021/09/03","2031/09/03","2.19900","190,000","190,000",특수채
,한국주택금융공사,KR354406GBA4,사회적채권,한국주택금융공사MBS2021-23(1-4)(사),"2021/10/28","2021/10/22","2026/10/22","2.41200","590,000","590,000",특수채
,한국주택금융공사,KR354406GBB2,사회적채권,한국주택금융공사MBS2021-24(1-4)(사),"2021/11/25","2021/11/19","2026/11/19","2.43000","600,000","600,000",특수채
,한국주택금융공사,KR354406GBC0,사회적채권,한국주택금융공사MBS2021-25(1-6)(사),"2021/12/09","2021/12/03","2031/12/03","2.59800","130,000","130,000",특수채
,한국주택금융공사,KR354406GC12,사회적채권,한국주택금융공사MBS2022-1(1-5)(사),"2022/01/27","2022/01/21","2029/01/21","2.88100","270,000","270,000",특수채
,한국주택금융공사,KR354406GC20,사회적채권,한국주택금융공사MBS2022-2(1-5)(사),"2022/02/17","2022/02/11","2029/02/11","3.22900","270,000","270,000",특수채
,한국주택금융공사,KR354406GC38,사회적채권,한국주택금융공사65(사),"2022/03/24","2022/03/21","2025/03/21","2.50200","350,000","350,000",특수채
,한국주택금융공사,KR354406GC46,사회적채권,한국주택금융공사MBS2022-6(1-5)(사),"2022/04/14","2022/04/08","2029/04/08","3.84700","140,000","140,000",특수채
,한국주택금융공사,KR354406GC53,사회적채권,한국주택금융공사MBS2022-9(1-6)(사),"2022/05/19","2022/05/13","2032/05/13","4.13300","160,000","160,000",특수채
,한국주택금융공사,KR354406GC61,사회적채권,한국주택금융공사MBS2022-11(1-5)(사),"2022/06/16","2022/06/10","2029/06/10","4.23400","140,000","140,000",특수채
,한국주택금융공사,KR354406GC79,사회적채권,한국주택금융공사73(사),"2022/07/20","2022/07/13","2025/07/13","3.75000","430,000","430,000",특수채
,한국주택금융공사,KR354406GC87,사회적채권,한국주택금융공사MBS2022-16(1-5)(사),"2022/08/11","2022/08/05","2029/08/05","3.99600","140,000","140,000",특수채
,한국주택금융공사,KR354407G949,사회적채권,한국주택금융공사MBS2019-8(1-7)(사),"2019/04/11","2019/04/05","2034/04/05","2.01700","50,000","50,000",특수채
,한국주택금융공사,KR354407G964,사회적채권,한국주택금융공사MBS2019-12(1-7)(사),"2019/06/20","2019/06/14","2034/06/14","1.74500","50,000","50,000",특수채
,한국주택금융공사,KR354407G972,사회적채권,한국주택금융공사MBS2019-14(1-6)(사),"2019/08/01","2019/07/26","2029/07/26","1.57400","160,000","160,000",특수채
,한국주택금융공사,KR354407G9A7,사회적채권,한국주택금융공사MBS2019-19(1-7)(사),"2019/10/21","2019/10/15","2034/10/15","1.80500","70,000","70,000",특수채
,한국주택금융공사,KR354407G9B5,사회적채권,한국주택금융공사MBS2019-21(1-7)(사),"2019/11/14","2019/11/08","2034/11/08","2.21200","80,000","80,000",특수채
,한국주택금융공사,KR354407G9C3,사회적채권,한국주택금융공사MBS2019-25(1-7)(사),"2019/12/12","2019/12/06","2034/12/06","1.94600","100,000","100,000",특수채
