순번,인증번호,기술명칭,분류코드,기관명,발급부처,인증확정일,인증만료일
177,GT-19-00652,다단계 자동디밍 제어방식의 LED 조명 에너지 절감 기술,T020703,(주)엠케이,중소벤처기업부,2019.04.18,2025.04.17
178,GT-19-00637,자연풍냉각구조를 가진 보안통신형 스마트 수배전반 및 제어반 기술,T040904,(주)조양,중소벤처기업부,2019.04.18,2025.04.17
179,GT-19-00640,일조량에 의한 체감온도 변화에 따른 열원설비 제어장치 및 방법이 적용된 빌딩자동제어 기술,T040502,이에스콘트롤스(주),중소벤처기업부,2019.04.18,2025.04.17
180,GT-19-00624,이탈방지링과 단차링을 이용한 PVC이중벽 하수관 제조기술,T030901,(주)뉴보텍,환경부,2019.04.18,2025.04.17
181,GT-19-00634,강관의 내구성 향상을 위한 유‧무기 복합 폴리우레탄 도장 기술,T030901,한국코팅강관(주),환경부,2019.04.18,2025.04.17
182,GT-19-00630,옥수수에서 추출한 덱스트린을 이용한 가축분뇨 악취제거기술 ,T100403,뉴월드케미칼,중소벤처기업부,2019.04.18,2025.04.17
183,GT-19-00632,탭홀을 가진 결합 플레이트를 이용한 방진형 조립식 케이블 트레이,T100303,아인텍(주),국토교통부,2019.04.18,2025.04.17
184,GT-22-01382,밸브시트링 완충 구조 적용을 통한 웨이퍼형 고무붙이 버터플라이밸브 기술(300mm 이하),T030901,(주)정도기계,환경부,2022.04.14,2025.04.13
185,GT-22-01397,WO3/TiO2 광촉매를 활용한 공기정화 살균기술,T100703,(주)웨이투메이크,환경부,2022.04.14,2025.04.13
186,GT-22-01381,냉동탑차의 공회전을 최소화하는 자동충전 보조배터리시스템 기술,T050201,(주)코리아비티에스,환경부,2022.04.14,2025.04.13
187,GT-22-01376,내구성이 향상된 다기능성 천연소재 종이멀칭지 제조 기술,T100303,주식회사 그린올,농림축산식품부,2022.04.14,2025.04.13
188,GT-22-01396,안경렌즈 연마폐수의 압력여과 및 연마수 순환사용 기술,T030802,(주)로덱,환경부,2022.04.14,2025.04.13
189,GT-22-01391,자동차 연소엔진부품용 저마찰 코팅 기술,T080202,(주)제이앤엘테크,산업통상자원부,2022.04.14,2025.04.13
190,GT-22-01395,패각 부산물을 활용한 중질 탄산칼슘 제조 기술,T100302,여수바이오(주),해양수산부,2022.04.14,2025.04.13
191,GT-22-01394,반복사용 바이패스 밸브가 탑재된 비상발전기용 매연저감장치 기술,T100707,(주)스마트파워,환경부,2022.04.14,2025.04.13
192,GT-22-01393,레버형 부스바 접속키트를 이용한 주전원 차단 없이 교체가 가능한 분전반 제조기술 ,T080203,이노피(주),과학기술정보통신부,2022.04.14,2025.04.13
193,GT-22-01390,차량을 이용한 대기 중 초미세먼지 제거 기술,T100708,이멘스,중소벤처기업부,2022.04.14,2025.04.13
194,GT-22-01386,외부유입 미세먼지 제거를 위한 출입문 공기(에어)샤워 시스템 제조기술 ,T100708,(주)신성이엔지,중소벤처기업부,2022.04.14,2025.04.13
195,GT-22-01392,외부유입 미세먼지 제거를 위한 출입문 공기(에어)샤워 시스템 제조기술,T100708,삼성물산(주),중소벤처기업부,2022.04.14,2025.04.13
196,GT-22-01388,페로니켈슬래그를 골재 대체제로 이용한 인터로킹 블록의 제조기술,T100302,(주)에코블럭,환경부,2022.04.14,2025.04.13
197,GT-22-01379,진동에 유연한 구조를 가진 단열창호 기술,T060401,지엘아이(주),환경부,2022.04.14,2025.04.13
198,GT-22-01389,순환잔골재와 연슬래그골재를 사용한 식생(호안)블록 제조기술,T100302,동아개발,환경부,2022.04.14,2025.04.13
199,GT-22-01384,피복완효성 비료 피복껍질 잔류 저감 기술,T100303,(주)팜한농,농림축산식품부,2022.04.14,2025.04.13
200,GT-22-01387,3D 식품 프린터의 스마트 마이크로 팩토리(Smart Micro Factory)를 위한 기술,T041001,주식회사 탑테이블,산업통상자원부,2022.04.14,2025.04.13
201,GT-22-01378,천연기능성 물질 및 비금속광물을 이용한 벽지 제조기술,T100503,(주)에덴바이오벽지,중소벤처기업부,2022.04.14,2025.04.13
202,GT-22-01377,송전탑 안전감시시스템용 가공지선을 이용한 자가전원형 비접촉식 전력선 통신 기술,T040804,(주)매트론,중소벤처기업부,2022.04.14,2025.04.13
203,GT-22-01373,하수처리장 발생 황화수소를 처리하는 약액세정과 바이오필터가 병합된 친환경 복합탈취기 기술,T100706,(주)유성엔지니어링,환경부,2022.04.14,2025.04.13
204,GT-22-01385,세면샤워용 수도꼭지의 분배카트리지를 통한 온수관 내 초기 냉수 활용 기술,T030902,진명홈바스,환경부,2022.04.14,2025.04.13
205,GT-22-01380,폭조절이 가능한 비철거 방식의 개보수용 창호 프레임 제작 및 시공기술,T100503,(주)명가,환경부,2022.04.14,2025.04.13
206,GT-22-01383,버퍼탱크와 인버터를 열원 측에 적용한 지능형 지열시스템 기술,T010801,(주)제이앤지,중소벤처기업부,2022.04.14,2025.04.13
207,GT-22-01372,PVC 창호용 창호프레임 연결부 보강시스템을 통한 합성수지 창호 내풍압 성능 향상 기술,T100503,성방산업(주),중소벤처기업부,2022.04.14,2025.04.13
208,GT-22-01375,예혼합 분산비례제어 가스연소기술,T090605,주식회사 엑세쉬,농림축산식품부,2022.04.14,2025.04.13
209,GT-22-01374,방열판과 광학렌즈 체결방식을 개선하여 광효율을 증가시킨 LED조명 제조기술,T020703,(주)코리아반도체조명,중소벤처기업부,2022.04.14,2025.04.13
210,GT-22-01368,GPU의 스냅샷 이미지 표시 기술을 적용한 컴퓨터 절전 기술,T040501,(주)성주컴텍,중소벤처기업부,2022.04.14,2025.04.13
211,GT-22-01369,유독물 대체 잉크와 플렉소 인쇄기술을 이용한 포장재 제조기술,T100503,주식회사 에스피씨팩,농림축산식품부,2022.04.14,2025.04.13
212,GT-22-01367,리플렉터를 이용한 광효율 성능을 효과적으로 올릴 수 있는 LED조명등기구 기술,T020703,(주)명신전자,중소벤처기업부,2022.04.14,2025.04.13
213,GT-22-01371,육각 프로파일 구조의 PE 하수관 제조기술,T030901,엠에스,환경부,2022.04.14,2025.04.13
214,GT-22-01370,저수지 환경을 원격모니터링할 수 있는 IOT기술을 활용한 여수량 측정 시스템 기술,T030401,(주)시온테크닉스,환경부,2022.04.14,2025.04.13
215,GT-22-01341,천연단백질 기반 산소차단성 코팅 소재 기술,T090604,(주)에버켐텍,환경부,2022.03.17,2025.03.16
216,GT-22-01355,비충전형 관로식 하수처리장 악취 제거 기술,T100402,큰나라찬사회적협동조합,환경부,2022.03.17,2025.03.16
217,GT-22-01356,식물유래 천연물과 미생물을 이용한 친환경 병해충 방제 기술,T090701,고려바이오 주식회사,농림축산식품부,2022.03.17,2025.03.16
218,GT-22-01340,마이컴을 이용하여 주변소자들의 절전모드를 제어하는 비상벨의 에너지 절감기술,T041504,주식회사 에이치케이시스템,과학기술정보통신부,2022.03.17,2025.03.16
219,GT-22-01343,RFID태그부의 신호감지를 활용한 ICT융합 RFID종량기 전력 절감시스템 기술,T040501,정한인프라(주),중소벤처기업부,2022.03.17,2025.03.16
220,GT-22-01365,MPS(Managed Print Service) 솔루션을  활용한 에너지 절감 기술 ,T040501,(주)신도리코,중소벤처기업부,2022.03.17,2025.03.16
221,GT-22-01366,수막재배용 지하수 내 철 지중제거 시스템,T100604,(주)지오그린21,환경부,2022.03.17,2025.03.16
222,GT-22-01357,IoT 기반의 TCP/IP방식의 스마트 대기전력제어시스템,T040502,(주)엠비에스엔지니어링,과학기술정보통신부,2022.03.17,2025.03.16
223,GT-22-01364,불화가스 저감을 위한 플라즈마 분해 기술,T020203,진시스템,환경부,2022.03.17,2025.03.16
224,GT-22-01349,BEMS 가 내장된 빌딩자동제어 시스템 기술,T040502,(주)일렉콤,중소벤처기업부,2022.03.17,2025.03.16
225,GT-22-01362,가스켓이 적용된 알루미늄 미서기창 틈새 차단시스템,T060401,미래건설산업(주),환경부,2022.03.17,2025.03.16
226,GT-22-01363,가스켓이 적용된 알루미늄 미서기창 틈새 차단시스템,T060401,경남산업개발(주),환경부,2022.03.17,2025.03.16
227,GT-22-01351,THC 저감처리용 활성탄 허니컴 흡착필터 제조기술,T100706,(주)세라컴,환경부,2022.03.17,2025.03.16
228,GT-22-01360,자동차용 폴리아마이드 난연 핫멜트 접착소재 기술,T080101,실버스타케미칼(주),환경부,2022.03.17,2025.03.16
229,GT-22-01361,지능형 자동 전력 저감 기술을 통한 에너지 절감형 시스템 기술,T040501,(주)신도리코,중소벤처기업부,2022.03.17,2025.03.16
230,GT-22-01358,이산화탄소/미세먼지 및 재실자 모니터링을 통한 환기시스템,T100702,(주)에코이엔지,환경부,2022.03.17,2025.03.16
231,GT-22-01354,천연미네랄 생분해 기능성 종이멀치 제조기술,T100501,(주)파피루스,농림축산식품부,2022.03.17,2025.03.16
232,GT-22-01359,발전소 배열회수보일러(HRSG)용 부식방지제 제조기술,T100303,주식회사아이티시에스,환경부,2022.03.17,2025.03.16
233,GT-22-01352,LDPE 백색안료 결합형 유해성 저감이 가능한 포장재 제조 기술,T100503,주식회사 동서,농림축산식품부,2022.03.17,2025.03.16
234,GT-22-01353,열융착법으로 수직 배수력 및 인발력이 향상된 4중 구조의 인조잔디 제조기술,T100503,로보랜드(주),환경부,2022.03.17,2025.03.16
235,GT-22-01350,광촉매 반응을  이용한 살균물질의 생성기술,T090502,주식회사 포워드메디,농림축산식품부,2022.03.17,2025.03.16
236,GT-22-01339,내진 및 내화 안정성이 확보된 단열 커튼월 창 제조기술,T100503,(주)부국,중소벤처기업부,2022.03.17,2025.03.16
237,GT-22-01344,STS 라이닝구조의 패널형성으로 결로수 배출성능을 향상시킨 저수조 기술,T100503,(주)문창,중소벤처기업부,2022.03.17,2025.03.16
238,GT-22-01348,디젤발전기의 매연 및 소음 동시 저감 기술,T100707,(주)대흥기전,환경부,2022.03.17,2025.03.16
239,GT-22-01342,A.I 물류플랫폼,T040502,코코넛사일로(주),과학기술정보통신부,2022.03.17,2025.03.16
240,GT-22-01345,염소농도 모니터링 기반 염소 저장 및 주입기술,T030503,모두산업,환경부,2022.03.17,2025.03.16
241,GT-22-01346,복사용지용 비접착식 포장박스 제조기술,T100503,(주)맑은기업,환경부,2022.03.17,2025.03.16
242,GT-22-01347,초고온 살청공정을 적용한 에너지 및 온실가스 절감형 녹차 제조 기술,T080205,주식회사 동서,중소벤처기업부,2022.03.17,2025.03.16
243,GT-19-00609,무동력 배기가스 재순환을 통한 대기 유해물질 최소화 및 이상 진동 감지 제어 고효율 보일러 기술,T020906,주식회사 대열보일러,중소벤처기업부,2019.03.14,2025.03.13
244,GT-19-00617,중앙처리장치에 공급되는 전원변화에 따라 레지스트리 전원상수를 제어하는 컴퓨터 절전기술,T040501,(주)엠텍정보,중소벤처기업부,2019.03.14,2025.03.13
245,GT-19-00602,석분을 이용한 점토벽돌 제조기술,T100302,주식회사 현대씨엠,환경부,2019.03.14,2025.03.13
246,GT-19-00621,범용 입출력 포트를 활용하여 소비전력을 절감하는 컴퓨터 절전기술,T040501,(주)트리엠,중소벤처기업부,2019.03.14,2025.03.13
247,GT-19-00609,무동력 배기가스 재순환을 통한 대기 유해물질 최소화 및 이상 진동 감지 제어 고효율 보일러 기술,T020906,주식회사 대열보일러,중소벤처기업부,2019.03.14,2025.03.13
248,GT-19-00612,에너지 절감을 위한 저압 인버터 기술,T040503,(주) ABB 코리아,중소벤처기업부,2019.03.14,2025.03.13
249,GT-19-00620,LED 조명기구의 방열유닛 및 그 방열유닛을 포함하는 조명기구 기술,T020703,주식회사 지에이,산업통상자원부,2019.03.14,2025.03.13
250,GT-19-00606,공기청정 기능이 있는 각실 제어 환기시스템,T100702,(주)대한피엔씨,환경부,2019.03.14,2025.03.13
251,GT-19-00613,하폐수 처리에 적용이 가능한 고염기도 응집제 제조 기술,T100503,삼구화학공업(주),환경부,2019.03.14,2025.03.13
252,GT-19-00605,공기청정 기능이 있는 각실 제어 환기시스템,T100702,에이치디씨현대산업개발 주식회사,환경부,2019.03.14,2025.03.13
253,GT-19-00622,나노파우더를 적용한 LED 패키지기술,T020701,(주)솔라루체,중소벤처기업부,2019.03.14,2025.03.13
254,GT-19-00603,공기청정 기능이 있는 각실 제어 환기시스템,T100702,에이치디씨랩스(주),환경부,2019.03.14,2025.03.13
255,GT-19-00607,고휘도 LED등의 경량화 및 고방열기구 설계기술,T020701,주식회사 비젼테크,중소벤처기업부,2019.03.14,2025.03.13
256,GT-19-00601,그린카 전력전장용 필름커패시터 설계 및 제조기술,T050101,주식회사 뉴인텍,산업통상자원부,2019.03.14,2025.03.13
257,GT-19-00618,조립식 방열체를 활용한 도로조명용 LED 가로/보안등기구 방열 및 제조 기술,T020703,(주)금오산업,과학기술정보통신부,2019.03.14,2025.03.13
258,GT-19-00590,과전압보호 제어 회로를 적용한 LED실외등기구 제조기술,T020703,(주)퓨쳐라이팅,중소벤처기업부,2019.01.24,2025.01.23
259,GT-19-00594,직압출 성형방식의 목재 플라스틱 복합재(합성목재) 제조기술,T100302,주식회사 본우드,농림축산식품부,2019.01.24,2025.01.23
260,GT-19-00584,피크부하 제어방법을 이용한 에너지절감 기술 ,T040403,(주)시너젠,중소벤처기업부,2019.01.24,2025.01.23
261,GT-19-00599,재생 수지 및 재활용 목분을 혼합 압출하여 균일한 품질의 목재 플라스틱 복합재(WPC)를 생산하는 기술,T100302,주식회사 아키페이스,환경부,2019.01.24,2025.01.23
262,GT-19-00592,흡열핀이 조합된 LED방열블록 기술을 활용한 에어갭을 가지는 공랭식  LED조명 제조기술,T020703,(주)에스앤비라이팅,중소벤처기업부,2019.01.24,2025.01.23
263,GT-19-00587,광투과율 및 내오염 향상 코팅 기술을 적용한 태양광 발전 모듈 제조 기술,T010102,쏠라리버 주식회사,중소벤처기업부,2019.01.24,2025.01.23
264,GT-19-00600,혹한기에도 작동이 가능한 내부리턴형 열회수 환기시스템,T100702,은성화학(주),환경부,2019.01.24,2025.01.23
265,GT-19-00583,점토바닥 벽돌과 틈새형 투수블록매트 조합기술 ,T100603,(주)봉황씨원,국토교통부,2019.01.24,2025.01.23
266,GT-19-00589,일체형 광간섭계를 구비한 나노 해상도의 광학측정기술,T040104,(주)엠젠,중소벤처기업부,2019.01.24,2025.01.23
267,GT-22-01311,디밍제어 시 플리커레스 및 고역률을 유지하는 LED 조명기구 설계기술,T020908,탑라이트(주),산업통상자원부,2022.01.20,2025.01.19
268,GT-22-01317,안면인식 기반 PC용 부재인식 대기전력 저감기술,T040501,엘지전자주식회사,환경부,2022.01.20,2025.01.19
